"comppct_l","comppct_r","comppct_h","compname","compkind","majcompflag","otherph","localphase","slope_l","slope_r","slope_h","slopelenusle_l","slopelenusle_r","slopelenusle_h","runoff","tfact","wei","weg","erocl","earthcovkind1","earthcovkind2","hydricon","hydricrating","drainagecl","elev_l","elev_r","elev_h","aspectccwise","aspectrep","aspectcwise","geomdesc","albedodry_l","albedodry_r","albedodry_h","airtempa_l","airtempa_r","airtempa_h","map_l","map_r","map_h","reannualprecip_l","reannualprecip_r","reannualprecip_h","ffd_l","ffd_r","ffd_h","nirrcapcl","nirrcapscl","nirrcapunit","irrcapcl","irrcapscl","irrcapunit","cropprodindex","constreeshrubgrp","wndbrksuitgrp","rsprod_l","rsprod_r","rsprod_h","foragesuitgrpid","wlgrain","wlgrass","wlherbaceous","wlshrub","wlconiferous","wlhardwood","wlwetplant","wlshallowwat","wlrangeland","wlopenland","wlwoodland","wlwetland","soilslippot","frostact","initsub_l","initsub_r","initsub_h","totalsub_l","totalsub_r","totalsub_h","hydgrp","corcon","corsteel","taxclname","taxorder","taxsuborder","taxgrtgroup","taxsubgrp","taxpartsize","taxpartsizemod","taxceactcl","taxreaction","taxtempcl","taxmoistscl","taxtempregime","soiltaxedition","castorieindex","flecolcomnum","flhe","flphe","flsoilleachpot","flsoirunoffpot","fltemik2use","fltriumph2use","indraingrp","innitrateleachi","misoimgmtgrp","vasoimgtgrp","mukey","cokey"
,29,,"Minvale","Series","Yes",,,8.00,12.00,15.00,,,,,5,,,,,,,"No","Well drained",152.00,259.00,366.00,,,,,,,,14.00,15.00,16.00,1143,1270,1397,,,,180,193,205,"3","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Low","Moderate","Fine-loamy, siliceous, subactive, thermic Typic Paleudults","Ultisols","Udults","Paleudults","Typic Paleudults","fine-loamy","not used","subactive","not used","thermic",,"thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657757","14175270"
,6,,"Townley","Series","Yes",,,20.00,33.00,45.00,,,,,2,,"5",,,,,"No","Well drained",183.00,336.00,488.00,,,,,,,,14.00,16.00,18.00,1143,1283,1422,,,,190,200,210,"7","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","High","Moderate","Fine, mixed, semiactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine","not used","semiactive","not used","thermic",,"thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657757","14175271"
,40,,"Minvale","Series","Yes","NORTH",,15.00,28.00,40.00,,,,,5,,,,,,,"No","Well drained",152.00,259.00,366.00,,,,,,,,14.00,15.00,16.00,1143,1270,1397,,,,180,193,205,"6","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Low","Moderate","Fine-loamy, siliceous, subactive, thermic Typic Paleudults","Ultisols","Udults","Paleudults","Typic Paleudults","fine-loamy","not used","subactive","not used","thermic",,"thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657757","14175272"
,25,,"Bodine","Series","Yes","SOUTH",,15.00,28.00,40.00,,,,,5,,,,,,,"No","Somewhat excessively drained",213.00,305.00,396.00,,,,,,,,14.00,15.00,16.00,1219,1296,1372,,,,180,190,200,"7","s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","High","Low","Loamy-skeletal, siliceous, semiactive, thermic Typic Paleudults","Ultisols","Udults","Paleudults","Typic Paleudults","loamy-skeletal","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657757","14175273"
,12,,"Gaylesville","Series","Yes","BRIEF",,0.00,1.00,2.00,,,,,5,,"7",,,,,"Yes","Somewhat poorly drained",122.00,191.00,259.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,200,205,210,"4","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D","High","High","Fine, mixed, active, thermic Aeric Endoaqualfs","Alfisols","Aqualfs","Endoaqualfs","Aeric Endoaqualfs","fine","not used","active","not used","thermic",,"thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657758","14175274"
,12,,"Tanyard","Series","Yes",,,0.00,1.00,2.00,,,,,5,,"6",,,,,"No","Moderately well drained",,,,,,,,,,,,,,,,,,,,,,,"3","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","Moderate","Moderate","Fine-loamy, siliceous, active, thermic Aquultic Hapludalfs","Alfisols","Udalfs","Hapludalfs","Aquultic Hapludalfs","fine-loamy","not used","active","not used","thermic",,"thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657758","14175275"
,38,,"Choccolocco","Series","Yes",,,0.00,1.00,2.00,,,,,5,,"6",,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"2","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Moderate","Fine-silty, mixed, semiactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine-silty","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657758","14175276"
,13,,"Wax","Series","Yes",,,0.00,2.00,3.00,,,,,2,,"5",,,,,"No","Moderately well drained",152.00,351.00,549.00,,,,,,,,16.00,17.00,18.00,1143,1270,1397,,,,190,200,210,"2","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","Moderate","Moderate","Fine-loamy, siliceous, semiactive, thermic Typic Fragiudults","Ultisols","Udults","Fragiudults","Typic Fragiudults","fine-loamy","not used","semiactive","not used","thermic",,"thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657758","14175277"
,25,,"Mooreville","Series","Yes",,,0.00,1.00,2.00,,,,,5,,,,,,,"Yes","Moderately well drained",,,,,,,,,,,,,,,,,,,,,,,"5","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","High","Moderate","Fine-loamy, siliceous, active, thermic Fluvaquentic Dystrudepts","Inceptisols","Udepts","Dystrudepts","Fluvaquentic Dystrudepts","fine-loamy","not used","active","not used","thermic",,"thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657758","14175278"
,5,,"Allen","Series","Yes",,,8.00,12.00,15.00,,,,,5,,,,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"3","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Low","Fine-loamy, siliceous, semiactive, thermic Typic Paleudults","Ultisols","Udults","Paleudults","Typic Paleudults","fine-loamy","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657759","14175279"
,6,,"Townley","Series","Yes",,,8.00,12.00,15.00,,,,,2,,"5",,,,,"No","Well drained",183.00,336.00,488.00,,,,,,,,14.00,16.00,18.00,1143,1283,1422,,,,190,200,210,"6","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","High","Moderate","Fine, mixed, semiactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657759","14175280"
,3,,"Hanceville","Series","Yes",,,2.00,5.00,8.00,,,,,5,,"3",,,,,"No","Well drained",183.00,366.00,549.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,200,205,210,"2","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","High","High","Fine, mixed, subactive, thermic Typic Rhodudults","Ultisols","Udults","Rhodudults","Typic Rhodudults","fine","not used","subactive","not used","thermic","Udic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657759","14175281"
,15,,"Urban land","Miscellaneous area","Yes",,,0.00,2.00,4.00,,,,,,,,,,,,"No",,,,,,,,,,,,,,,,,,,,,,,,"8","s",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"eighth edition",,,,,,,"N/A","N/A",,,,,"657759","14175282"
,10,,"Gorgas","Series","Yes",,,8.00,12.00,15.00,,,,,1,,"3",,,,,"No","Well drained",183.00,336.00,488.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,190,200,210,"6","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D","Moderate","Low","Loamy, siliceous, subactive, thermic Lithic Hapludults","Ultisols","Udults","Hapludults","Lithic Hapludults","loamy","not used","subactive","not used","thermic","Udic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657759","14175283"
,3,,"Hanceville","Series","Yes",,,8.00,12.00,15.00,,,,,5,,"3",,,,,"No","Well drained",183.00,366.00,549.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,200,205,210,"4","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","High","High","Fine, mixed, subactive, thermic Typic Rhodudults","Ultisols","Udults","Rhodudults","Typic Rhodudults","fine","not used","subactive","not used","thermic","Udic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657759","14175284"
,6,,"Sullivan","Series","Yes",,,0.00,1.00,2.00,,,,,5,,,,,,,"No","Well drained",244.00,320.00,396.00,,,,,,,,14.00,15.00,16.00,1194,1296,1397,,,,180,193,205,"2","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Low","Low","Fine-loamy, siliceous, active, thermic Dystric Fluventic Eutrudepts","Inceptisols","Udepts","Eutrudepts","Dystric Fluventic Eutrudepts","fine-loamy","not used","active","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657759","14175285"
,6,,"Montevallo","Series","Yes",,,15.00,30.00,45.00,,,,,1,,"5",,,,,"No","Well drained",152.00,351.00,549.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,190,200,210,"7","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D","Moderate","Moderate","Loamy-skeletal, mixed, subactive, thermic, shallow Typic Dystrudepts","Inceptisols","Udepts","Dystrudepts","Typic Dystrudepts","loamy-skeletal","not used","subactive","not used","thermic","Udic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657759","14175286"
,15,,"Gorgas","Series","Yes",,,15.00,30.00,45.00,,,,,1,,"3",,,,,"No","Well drained",183.00,336.00,488.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,190,200,210,"7","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D","Moderate","Low","Loamy, siliceous, subactive, thermic Lithic Hapludults","Ultisols","Udults","Hapludults","Lithic Hapludults","loamy","not used","subactive","not used","thermic","Udic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657759","14175287"
,5,,"Allen","Series","Yes",,,2.00,4.00,6.00,,,,,5,,,,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"2","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Low","Fine-loamy, siliceous, semiactive, thermic Typic Paleudults","Ultisols","Udults","Paleudults","Typic Paleudults","fine-loamy","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657759","14175288"
,6,,"Leesburg","Series","Yes",,,15.00,30.00,45.00,,,,,5,"0","8",,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"7","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Low","Fine-loamy, siliceous, semiactive, thermic Typic Paleudults","Ultisols","Udults","Paleudults","Typic Paleudults","fine-loamy","not used","semiactive","not used","thermic","Udic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657759","14175289"
,10,,"Nauvoo","Series","Yes",,,2.00,5.00,8.00,,,,,3,,"3",,,,,"No","Well drained",183.00,366.00,549.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,190,200,210,"2","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","High","Low","Fine-loamy, siliceous, semiactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine-loamy","not used","semiactive","not used","thermic","Udic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657759","14175290"
,10,,"Nauvoo","Series","Yes",,,8.00,12.00,15.00,,,,,3,,"3",,,,,"No","Well drained",183.00,366.00,549.00,,,,,,,,14.00,16.00,18.00,1219,1321,1422,,,,190,200,210,"4","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","High","Low","Fine-loamy, siliceous, semiactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine-loamy","not used","semiactive","not used","thermic","Udic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657759","14175291"
,10,,"Ellisville","Series","Yes",,,0.00,1.00,2.00,,,,,5,,"6",,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"2","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Moderate","Fine-silty, mixed, active, thermic Dystric Fluventic Eutrudepts","Inceptisols","Udepts","Eutrudepts","Dystric Fluventic Eutrudepts","fine-silty","not used","active","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657760","14175292"
,3,,"Altavista","Series","Yes",,,0.00,1.00,2.00,,,,,5,,"3",,,,,"No","Moderately well drained",,,,,,,,,,,,,,,,,,,,,,,"2","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","Moderate","Moderate","Fine-loamy, mixed, semiactive, thermic Aquic Hapludults","Ultisols","Udults","Hapludults","Aquic Hapludults","fine-loamy","not used","semiactive","not used","thermic","Aquic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657760","14175293"
,3,,"Osier","Series","Yes","UNDRAINED",,0.00,1.00,2.00,,,,,5,,"2",,,,,"Yes","Poorly drained",5.00,71.00,137.00,,,,,,,,16.00,19.00,21.00,1143,1270,1397,,,,225,255,285,"5","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A/D","High","High","Siliceous, thermic Typic Psammaquents","Entisols","Aquents","Psammaquents","Typic Psammaquents","not used","not used","not used","not used","thermic","Udic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657760","14175294"
,10,,"Cahaba","Series","Yes",,,0.00,1.00,2.00,,,,,5,,"3",,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Moderate","Fine-loamy, siliceous, semiactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine-loamy","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657760","14175295"
,5,,"Ellisville","Series","Yes",,,0.00,1.00,2.00,,,,,5,,"6",,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"3","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Moderate","Fine-silty, mixed, active, thermic Dystric Fluventic Eutrudepts","Inceptisols","Udepts","Eutrudepts","Dystric Fluventic Eutrudepts","fine-silty","not used","active","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657760","14175296"
,6,,"Bibb","Series","Yes",,,0.00,1.00,1.00,,,,,5,,"5",,,,,"Yes","Poorly drained",15.00,76.00,137.00,,,,,,,,15.00,19.00,22.00,1016,1270,1524,,,,200,220,240,"5","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D","Moderate","High","Coarse-loamy, siliceous, active, acid, thermic Typic Fluvaquents","Entisols","Aquents","Fluvaquents","Typic Fluvaquents","coarse-loamy","not used","active","acid","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657760","14175297"
,2,,"Altavista","Series","Yes",,,2.00,4.00,6.00,,,,,5,,"3",,,,,"No","Moderately well drained",,,,,,,,,,,,,,,,,,,,,,,"2","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","Moderate","Moderate","Fine-loamy, mixed, semiactive, thermic Aquic Hapludults","Ultisols","Udults","Hapludults","Aquic Hapludults","fine-loamy","not used","semiactive","not used","thermic","Aquic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657760","14175298"
,16,,"Adaton","Series","Yes",,,0.00,1.00,2.00,,,,,5,,,,,,,"Yes","Poorly drained",,,,,,,,,,,,,,,,,,,,,,,"3","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D","High","High","Fine-silty, mixed, active, thermic Typic Endoaqualfs","Alfisols","Aqualfs","Endoaqualfs","Typic Endoaqualfs","fine-silty","not used","active","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657760","14175299"
,6,,"Dundee","Series","Yes",,,0.00,1.00,2.00,,,,,5,,,,,,,"No","Somewhat poorly drained",,,,,,,,,,,,,,,,,,,,,,,"2","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","Moderate","High","Fine-silty, mixed, active, thermic Typic Endoaqualfs","Alfisols","Aqualfs","Endoaqualfs","Typic Endoaqualfs","fine-silty","not used","active","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657760","14175300"
,6,,"Falkner","Series","Yes",,,0.00,1.00,2.00,,,,,4,,"5",,,,,"No","Somewhat poorly drained",,,,,,,,,,,,,,,,,,,,,,,"2","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","Moderate","High","Fine-silty, siliceous, active, thermic Aquic Paleudalfs","Alfisols","Udalfs","Paleudalfs","Aquic Paleudalfs","fine-silty","not used","active","not used","thermic","Aquic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657760","14175301"
,4,,"Cahaba","Series","Yes",,,2.00,4.00,6.00,,,,,5,,"3",,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"2","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Moderate","Fine-loamy, siliceous, semiactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine-loamy","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657760","14175302"
,15,,"Cahaba","Series","Yes",,,0.00,1.00,2.00,,,,,5,,"3",,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"2","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Moderate","Fine-loamy, siliceous, semiactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine-loamy","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657760","14175303"
,4,,"Choccolocco","Series","Yes",,,0.00,1.00,2.00,,,,,5,,"6",,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Moderate","Fine-silty, mixed, semiactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine-silty","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657760","14175304"
,10,,"Mantachie","Series","Yes",,,0.00,1.00,2.00,,,,,5,,,,,,,"No","Somewhat poorly drained",,,,,,,,,,,,,,,,,,,,,,,"5","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","High","High","Fine-loamy, siliceous, active, acid, thermic Fluventic Endoaquepts","Inceptisols","Aquepts","Endoaquepts","Fluventic Endoaquepts","fine-loamy","not used","active","acid","thermic","Oxyaquic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657760","14175305"
,5,,"Bama","Series","Yes","AFFR<30",,6.00,8.00,10.00,,,,,5,,"3",,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"4","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Low","Fine-loamy, siliceous, subactive, thermic Typic Paleudults","Ultisols","Udults","Paleudults","Typic Paleudults","fine-loamy","not used","subactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657761","14175306"
,1,,"Greenville","Series","Yes",,,0.00,1.00,2.00,,,,,5,,"6",,,,,"No","Well drained",46.00,130.00,213.00,,,,,,,,17.00,19.00,20.00,1270,1448,1626,,,,220,235,250,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","High","Moderate","Fine, kaolinitic, thermic Rhodic Kandiudults","Ultisols","Udults","Kandiudults","Rhodic Kandiudults","fine","not used","not used","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657761","14175307"
,15,,"Bama","Series","Yes","AFFR<30",,2.00,4.00,6.00,,,,,5,,"3",,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"2","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Low","Fine-loamy, siliceous, subactive, thermic Typic Paleudults","Ultisols","Udults","Paleudults","Typic Paleudults","fine-loamy","not used","subactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657761","14175308"
,1,,"Lucedale","Series","Yes",,,2.00,4.00,6.00,,,,,5,,,,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"2","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Moderate","Fine-loamy, siliceous, subactive, thermic Rhodic Paleudults","Ultisols","Udults","Paleudults","Rhodic Paleudults","fine-loamy","not used","subactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657761","14175309"
,4,,"Shatta","Series","Yes","AFFR25-30",,2.00,4.00,6.00,,,,,3,,"5",,,,,"No","Moderately well drained",23.00,54.00,84.00,,,,,,,,16.00,19.00,21.00,1346,1435,1524,,,,200,235,270,"3","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","Moderate","Moderate","Fine-silty, siliceous, semiactive, thermic Typic Fragiudults","Ultisols","Udults","Fragiudults","Typic Fragiudults","fine-silty","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657761","14175310"
,5,,"Bibb","Series","Yes",,,0.00,1.00,1.00,,,,,5,,"3",,,,,"Yes","Poorly drained",15.00,76.00,137.00,,,,,,,,15.00,19.00,22.00,1016,1270,1524,,,,200,220,240,"5","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"D","Moderate","High","Coarse-loamy, siliceous, active, acid, thermic Typic Fluvaquents","Entisols","Aquents","Fluvaquents","Typic Fluvaquents","coarse-loamy","not used","active","acid","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657761","14175311"
,3,,"Savannah","Series","Yes","AFFR25-30",,2.00,4.00,6.00,,,,,3,,"3",,,,,"No","Moderately well drained",,,,,,,,,,,,,,,,,,,,,,,"2","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","High","Moderate","Fine-loamy, siliceous, semiactive, thermic Typic Fragiudults","Ultisols","Udults","Fragiudults","Typic Fragiudults","fine-loamy","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657761","14175312"
,6,,"Shatta","Series","Yes","AFFR25-30",,0.00,1.00,2.00,,,,,3,,"5",,,,,"No","Moderately well drained",23.00,54.00,84.00,,,,,,,,16.00,19.00,21.00,1346,1435,1524,,,,200,235,270,"2","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","Moderate","Moderate","Fine-silty, siliceous, semiactive, thermic Typic Fragiudults","Ultisols","Udults","Fragiudults","Typic Fragiudults","fine-silty","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657761","14175313"
,16,,"Smithdale","Series","Yes","AFFR25-30",,10.00,13.00,15.00,,,,,5,,,,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"6","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Low","Fine-loamy, siliceous, subactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine-loamy","not used","subactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657761","14175314"
,13,,"Bama","Series","Yes","AFFR<30",,0.00,1.00,2.00,,,,,5,,"3",,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Low","Fine-loamy, siliceous, subactive, thermic Typic Paleudults","Ultisols","Udults","Paleudults","Typic Paleudults","fine-loamy","not used","subactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657761","14175315"
,2,,"Mantachie","Series","Yes",,,0.00,1.00,2.00,,,,,5,,,,,,,"No","Somewhat poorly drained",,,,,,,,,,,,,,,,,,,,,,,"2","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","High","High","Fine-loamy, siliceous, active, acid, thermic Fluventic Endoaquepts","Inceptisols","Aquepts","Endoaquepts","Fluventic Endoaquepts","fine-loamy","not used","active","acid","thermic","Oxyaquic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657761","14175316"
,3,,"Luverne","Series","Yes","AFFR25-30",,6.00,11.00,15.00,,,,,4,,"3",,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"6","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","High","High","Fine, mixed, semiactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine","not used","semiactive","not used","thermic","Udic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657761","14175317"
,5,,"Savannah","Series","Yes","AFFR25-30",,0.00,1.00,2.00,,,,,3,,"3",,,,,"No","Moderately well drained",,,,,,,,,,,,,,,,,,,,,,,"2","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","High","Moderate","Fine-loamy, siliceous, semiactive, thermic Typic Fragiudults","Ultisols","Udults","Fragiudults","Typic Fragiudults","fine-loamy","not used","semiactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657761","14175318"
,1,,"Lucedale","Series","Yes",,,10.00,13.00,15.00,,,,,5,,,,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"6","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Moderate","Fine-loamy, siliceous, subactive, thermic Rhodic Paleudults","Ultisols","Udults","Paleudults","Rhodic Paleudults","fine-loamy","not used","subactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657761","14175319"
,17,,"Smithdale","Series","Yes","AFFR25-30",,6.00,8.00,10.00,,,,,5,,,,,,,"No","Well drained",,,,,,,,,,,,,,,,,,,,,,,"4","e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"B","Moderate","Low","Fine-loamy, siliceous, subactive, thermic Typic Hapludults","Ultisols","Udults","Hapludults","Typic Hapludults","fine-loamy","not used","subactive","not used","thermic","Typic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657761","14175320"
,3,,"Mantachie","Series","Yes",,,0.00,1.00,2.00,,,,,5,,,,,,,"No","Somewhat poorly drained",,,,,,,,,,,,,,,,,,,,,,,"5","w",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"C","High","High","Fine-loamy, siliceous, active, acid, thermic Fluventic Endoaquepts","Inceptisols","Aquepts","Endoaquepts","Fluventic Endoaquepts","fine-loamy","not used","active","acid","thermic","Oxyaquic","thermic","ninth edition",,,,,,,"N/A","N/A",,,,,"657761","14175321"
